작가명,경매일,작품정보,추정가,낙찰가,차액
구하 천보 九河 天輔,2024.11.28,시고십곡병 詩稿十曲屛 : 한산시 寒山詩 | 종이에 먹 | 127.5x31.4cmx10,"2,000,000 - 4,500,000","3,200,000","1,200,000"
효봉 원명 曉峯 元明,2024.11.28,시고 詩稿 | 1960년(불기2987년) | 종이에 먹 | 24.5x45.2cm,"3,000,000 - 7,000,000",낙찰 X,N/A
동산 혜일 東山 慧日,2024.11.28,시고 詩稿 | 1960년(경자) | 종이에 먹 | 30x43.5cm,"2,000,000 - 5,000,000",낙찰 X,N/A
권동수 權東壽,2024.11.28,송실 松室·석담 石潭 대련 | 종이에 먹 | 121.3x30.8cmx2 | 안동 安東/치영 致永,"600,000 - 1,300,000","600,000",0
김옥균 金玉均,2024.11.28,분복미금 芬馥彌衿 | 비단에 먹 | 34.4x84.2cm | 안동 安東/백온 伯溫,"1,500,000 - 3,500,000","1,800,000","300,000"
최병심 崔秉心,2024.11.28,무량수 無量壽 | 종이에 먹 | 20.3x47cm | 전주 全州/경존 敬存,"300,000 - 800,000","300,000",0
오세창 吳世昌,2024.11.28,시고 詩稿 | 1935년(을해) | 종이에 먹 | 126.3x31cm | 해주 海州/중명 仲銘,"500,000 - 1,300,000","500,000",0
신익희 申翼熙,2024.11.28,군책군력 群策群力 | 종이에 먹 | 27.6x31.8cm | 평산 平山/여구 汝耉,"700,000 - 1,600,000",낙찰 X,N/A
김옥균 金玉均,2024.11.28,서간 書簡 | 1882년(임오) | 종이에 먹 | 31x39cm | 안동 安東/백온 伯溫,"1,000,000 - 2,500,000","1,200,000","200,000"
오세창 吳世昌,2024.11.28,병풍초고첩 屛風草稿帖 | 종이에 먹 | 33x24cm 외(34건) | 해주 海州/중명 仲銘,"5,000,000 - 13,000,000","15,000,000","10,000,000"
김응원 金應元,2024.11.28,효경 孝經 구 | 비단에 먹 | 132.2x50.3cm | 김해 金海/석범 錫範,"500,000 - 1,500,000",낙찰 X,N/A
이완용 李完用,2024.11.28,시고 詩稿 | 종이에 먹 | 141x46.5cm | 우봉 牛峰/경덕 敬德,"300,000 - 800,000","300,000",0
노원상 盧元相,2024.11.28,시고 詩稿 | 종이에 먹 | 135x39.5cm | 풍천 豊川,"300,000 - 700,000",낙찰 X,N/A
신위 申緯,2024.11.28,서간 書簡 | 1816년(병자) | 종이에 먹 | 36x50cm | 평산 平山/한수 漢叟,"600,000 - 1,400,000","600,000",0
심육 沈錥,2024.11.28,서간 書簡 | 1740년(경신) | 종이에 먹 | 25.7x45.5cm | 청송 靑松/화보 和甫,"500,000 - 1,200,000","900,000","400,000"
박세채 朴世采,2024.11.28,서간 書簡 | 1682년(임술) | 종이에 먹 | 22.5x36.5cm | 반남 潘南/화숙 和叔,"800,000 - 1,600,000","800,000",0
윤정현 尹定鉉,2024.11.28,서간 書簡 | 종이에 먹 | 17.3x63cm | 남원 南原/계우 季愚,"300,000 - 800,000",낙찰 X,N/A
김정희 金正喜,2024.11.28,백련선방 白蓮禪房 | 종이에 먹 | 16x79.5cm | 경주 慶州/원춘 元春,"30,000,000 - 70,000,000",낙찰 X,N/A
김정희 金正喜,2024.11.28,시고 詩稿 | 종이에 먹 | 27.5x5.4cm | 경주 慶州/원춘 元春,"1,500,000 - 3,500,000","4,300,000","2,800,000"
김정희 金正喜,2024.11.28,서간 書簡 | 종이에 먹 | 24.5x36.5cm | 경주 慶州/원춘 元春,"6,000,000 - 13,000,000",낙찰 X,N/A
이상정 李象靖 외,2024.11.28,서간첩 書簡帖 | 종이에 먹 | 27x17cm 외 | 한산 韓山/경문 景文,"1,000,000 - 2,500,000",낙찰 X,N/A
이삼만 李三晩,2024.11.28,유유재 有裕齋 | 종이에 먹 | 32.5x52cm | 전주 全州/윤원 允遠,"2,000,000 - 4,500,000","2,200,000","200,000"
이삼만 李三晩,2024.11.28,은약심엄표쇄웅일 隱約深嚴飃灑雄逸 | 종이에 먹 | 22x39cm | 전주 全州/윤원 允遠,"800,000 - 1,500,000",낙찰 X,N/A
허전 許傳,2024.11.28,"서간 書簡·시고 詩稿 | 종이에 먹 | 22x48cm, 36.5x45cm | 양천 陽川/이로 以老","1,000,000 - 2,500,000",낙찰 X,N/A
윤순 尹淳,2024.11.28,백하간독 白下簡讀 | 종이에 먹 | 41.5x27.8cm(15면) | 해평 海平/중화 仲和,"6,000,000 - 14,000,000",낙찰 X,N/A
심열 沈悅 외,2024.11.28,간독 簡牘 | 종이에 먹 | 37x23.5cm 외(21건) | 청송 靑松/학이 學而,"5,000,000 - 12,000,000",낙찰 X,N/A
이광사 李匡師,2024.11.28,청사여구 淸詞麗句 : 편액 | 나무에 서각 | 26.5x104cm | 전주 全州/도보 道甫,"800,000 - 2,000,000","1,000,000","200,000"
이광사 李匡師,2024.11.28,서간 書簡 | 1747년(정묘) | 종이에 먹 | 30x31cm | 전주 全州/도보 道甫,"2,000,000 - 4,500,000","2,000,000",0
이영익 李令翊,2024.11.28,양주첩 漾舟帖 | 종이에 먹 | 29x20cm(23면) | 전주 全州/유공 幼公,"3,000,000 - 8,000,000","3,600,000","600,000"
서정주 徐廷柱,2024.11.28,사경 四更 | 종이에 먹 | 65.6x31.6cm | 달성 達城,"500,000 - 1,600,000","600,000","100,000"
박종화 朴鍾和,2024.11.28,축시 祝詩 | 1974년(갑인) | 종이에 먹 | 133.5x33cm | 밀양 密陽,"300,000 - 800,000",낙찰 X,N/A
서세옥 徐世鈺,2024.11.28,임 : 시화 | 종이에 먹·수묵담채 | 30.4x63cm | 달성 達城,"1,000,000 - 2,500,000",낙찰 X,N/A
김지하 金芝河,2024.11.28,묵란 墨蘭 | 1986년(병인) | 종이에 수묵 | 30.8x61.5cm,"400,000 - 1,000,000",낙찰 X,N/A
서세옥 徐世鈺,2024.11.28,목동 牧童 | 종이에 수묵담채 | 34x34cm | 달성 達城,"800,000 - 2,000,000","800,000",0
조석진 趙錫晉,2024.11.28,횡행개사 橫行介士 | 1909년(기유) | 종이에 수묵 | 124.5x31.1cm | 함안 咸安/응삼 應三,"1,500,000 - 4,000,000","1,500,000",0
안중식 安中植,2024.11.28,어옹 漁翁 | 1917년(정사) | 비단에 수묵담채 | 122x34cm | 순흥 順興/공립 公立,"3,000,000 - 7,000,000","4,200,000","1,200,000"
"정운면 鄭雲葂 화, 김태석 金台錫 제",2024.11.28,도원 桃源 : 부채 | 1932년(임신) | 13.5x42cm | 연일 延日,"400,000 - 1,000,000","800,000","400,000"
이한복 李漢福,2024.11.28,송령학수 松齡鶴壽 | 1917년(정사) | 종이에 수묵담채 | 26.4x35.8cm | 전의 全義,"500,000 - 1,500,000","1,100,000","600,000"
김진우 金振宇,2024.11.28,묵죽 墨竹 : 몽양 여운형 夢陽 呂運亨(1886-1947)선생 회갑에 | 1946년(병술) | 종이에 수묵 | 132x63.5cm | 강릉 江陵/군협 君協,"1,500,000 - 4,000,000","2,400,000","900,000"
"이도영 李道榮 화, 김응현 金膺顯 서",2024.11.28,기명절지 器皿折枝 3폭 | 1906년(병오) | 종이에 수묵담채 | 125.5x53cmx4 | 연안 延安/중일 仲一,"4,000,000 - 10,000,000","4,000,000",0
노수현 盧壽鉉,2024.11.28,석란 石蘭 | 종이에 수묵담채 | 124.5x29.1cm | 광주 光州,"800,000 - 2,000,000",낙찰 X,N/A
백윤문 白潤文,2024.11.28,수조 樹鳥 | 비단에 수묵담채 | 124x34.6cm | 임천 林川,"500,000 - 1,300,000",낙찰 X,N/A
이도영 李道榮,2024.11.28,고사인물 高士人物 화고 畵稿 : 위창 오세창 葦滄 吳世昌 제첨 | 1933년(계유) | 비단에 수묵 | 47.3x35.5cmx3 | 연안 延安/중일 仲一,"1,200,000 - 3,500,000","1,200,000",0
안중식 安中植,2024.11.28,어옹귀려 漁翁歸慮 | 종이에 수묵담채 | 24x36cm | 순흥 順興/공립 公立,"2,000,000 - 4,000,000","2,000,000",0
김규진 金圭鎭,2024.11.28,묵매 墨梅 | 1925년(을축) | 비단에 수묵 | 129.5x19.5cm | 남평 南平/용삼 容三,"600,000 - 1,500,000",낙찰 X,N/A
김규진 金圭鎭,2024.11.28,괴석묵국 怪石墨菊 | 비단에 수묵 | 132x34cm | 남평 南平/용삼 容三,"1,000,000 - 2,500,000","1,000,000",0
성재휴 成在烋,2024.11.28,어옹귀조 漁翁歸釣 | 비단에 수묵담채 | 100x33cm | 창녕 昌寧,"400,000 - 1,000,000",낙찰 X,N/A
황철 黃鐵,2024.11.28,산수 山水 | 종이에 수묵 | 145.5x32cm | 창원 昌原/야조 冶祖,"500,000 - 1,200,000",낙찰 X,N/A
김기창 金基昶,2024.11.28,풍속 風俗 : 선면 | 1960년(경자) | 종이에 수묵담채 | 16x49.5cm | 김해 金海,"1,500,000 - 3,000,000",낙찰 X,N/A
김규진 金圭鎭,2024.11.28,묵죽십이곡병 墨竹十二曲屛 | 1921년(신유) | 비단에 수묵 | 146x36cmx12 | 남평 南平/용삼 容三,"4,000,000 - 10,000,000","8,200,000","4,200,000"
변관식 卞寬植,2024.11.28,산수 山水 | 종이에 수묵담채 | 종이에 수묵담채/ 액자 66x42cm | 초계 草溪,"3,000,000 - 6,000,000",낙찰 X,N/A
이상범 李象範,2024.11.28,강산청락 江山淸樂 | 종이에 수묵담채 | 134x33.3cm | 전주 全州,"3,000,000 - 7,000,000",낙찰 X,N/A
수자문도 壽字文圖,2024.11.28,| 종이에 채색 | 125x41.6cm,"1,000,000 - 2,300,000","1,000,000",0
채용신 蔡龍臣,2024.11.28,화조 花鳥 대련 | 비단에 채색 | 117x34.5cmx2 | 평강 平康/대유 大有,"12,000,000 - 25,000,000",낙찰 X,N/A
박대성 朴大成,2024.11.28,반야심경 般若心經 | 2014년(갑오) | 종이에 먹 | 41.7x148cm,"2,500,000 - 6,000,000",낙찰 X,N/A
허건 許楗,2024.11.28,산수 山水 | 1958년(무술) | 종이에 수묵담채 | 60.5x123cm | 양천 陽川,"0 - 6,000,000","2,500,000","2,500,000"
최남선 崔南善 외,2024.11.28,요부이이 聊復爾耳 : 서화첩 | 종이에 먹·수묵담채 | 32.5x47.4cmx24 | 동주 東州/공륙 公六,"18,000,000 - 40,000,000","34,000,000","16,000,000"
허백련 許百鍊,2024.11.28,난일시창 暖日詩窓 | 1961년(신축) | 종이에 수묵담채 | 33x133.5cm | 양천 陽川,"500,000 - 1,300,000","500,000",0
이용우 李用雨,2024.11.28,고사관수 高士觀水 | 종이에 수묵담채 | 30x53cm | 경주 慶州/창윤 蒼潤,"500,000 - 1,300,000",낙찰 X,N/A
지운영 池雲英,2024.11.28,송하고사 松下高士 | 종이에 수묵담채 | 131.7x37.9cm | 충주 忠州,"1,000,000 - 2,500,000","1,000,000",0
김기창 金基昶,2024.11.28,장생 長生 | 1987년(정묘) | 종이에 먹·채색 | 31x40cm | 김해 金海,"1,800,000 - 4,500,000","2,500,000","700,000"
이응노 李應魯,2024.11.28,산사 山寺 | 종이에 수묵담채 | 45.7x66.5cm | 전의 全義,"3,000,000 - 6,000,000","3,400,000","400,000"
김용진 金容鎭,2024.11.28,석죽 石竹·매화 梅花 : 의재 허백련 毅齋 許百鍊 선생께 | 종이에 수묵담채 | 128.7x32.5cmx2 | 안동 安東/성구 聖九,"800,000 - 2,000,000","800,000",0
노수현 盧壽鉉,2024.11.28,춘경 春景 | 종이에 수묵담채 | 32.5x33cm | 광주 光州,"600,000 - 1,500,000","900,000","300,000"
박생광 朴生光,2024.11.28,금붕어 | 종이에 수묵담채 | 32.5x63cm | 밀양 密陽,"1,200,000 - 2,500,000","1,200,000",0
김유탁 金有鐸,2024.11.28,묵죽 墨竹 | 1936년(병자) | 종이에 수묵 | 170x89.2cm,"2,500,000 - 6,000,000",낙찰 X,N/A
이용우 李用雨,2024.11.28,어옹 漁翁 | 비단에 수묵담채 | 126.2x35.7cm | 경주 慶州/창윤 蒼潤,"1,000,000 - 2,500,000","1,300,000","300,000"
까치호랑이 虎鵲,2024.11.28,| 종이에 수묵담채 | 66x42cm,"1,000,000 - 2,500,000","1,100,000","100,000"
이하응 李昰應,2024.11.28,석란 石蘭 | 1886년(병술) | 비단에 수묵 | 142x38.6cm | 전주 全州/시백 時伯,"10,000,000 - 25,000,000","10,500,000","500,000"
작가미상,2024.11.28,경직도 耕織圖 대련 | 비단에 수묵담채 | 145.1x36.5cmx2,"8,000,000 - 30,000,000","9,800,000","1,800,000"
화조 花鳥 대련,2024.11.28,| 종이에 채색 | 87.5x27.5cmx2,"1,800,000 - 4,000,000",낙찰 X,N/A
傳 강세황 姜世晃,2024.11.28,복숭아 桃 | 종이에 수묵담채 | 28x32cm | 진주 晋州/광지 光之,"3,000,000 - 6,000,000","3,500,000","500,000"
작가미상,2024.11.28,유압 遊鴨 | 종이에 수묵담채 | 26.5x45.5cm,"800,000 - 2,000,000",낙찰 X,N/A
호렵도육곡병 胡獵圖六曲屛,2024.11.28,| 종이에 채색 | 56.4x35.6cmx6,"6,000,000 - 15,000,000",낙찰 X,N/A
박승무 朴勝武,2024.11.28,사계산수팔곡병 四季山水八曲屛 | 1953년(계사) | 종이에 수묵담채 | 115.5x31.6cmx8 | 반남 潘南,"3,500,000 - 7,000,000","4,000,000","500,000"
허백련 許百鍊,2024.11.28,노포추용 老圃秋容 | 32.6x45cm | 양천 陽川,"500,000 - 1,200,000",낙찰 X,N/A
작가미상,2024.11.28,산수 山水 | 종이에 수묵담채 | 26.2x31cm,"600,000 - 1,300,000",낙찰 X,N/A
심인섭 沈寅燮,2024.11.28,묵죽 墨竹 : 난타 이기 蘭坨 李琦 (1856-1935) 선생께 | 1922년(임술) | 종이에 수묵 | 146.3x41cm | 청송 靑松,"500,000 - 1,300,000",낙찰 X,N/A
윤영기 尹永基,2024.11.28,묵란 墨蘭 | 비단에 수묵 | 117.7x39cm,"300,000 - 700,000","300,000",0
고희동 高羲東 외 총4인,2024.11.28,춘경 春景 외 | 종이에 수묵담채 | 36x29cmx4 | 제주 濟州,"2,000,000 - 4,500,000",낙찰 X,N/A
화조영모자수십곡병 花鳥翎毛刺繡十曲屛,2024.11.28,| 비단에 자수 | 풍 152x35.5cmx10,"20,000,000 - 45,000,000","20,000,000",0
소상팔경 瀟湘八景 6폭,2024.11.28,| 종이에 수묵담채 | 75.7x55.3cmx6,"10,000,000 - 23,000,000",낙찰 X,N/A
허형 許瀅,2024.11.28,백납팔곡병 百納八曲屛 | 비단에 수묵담채 | 94.2x28.5cmx8 | 양천 陽川,"1,500,000 - 3,500,000","2,600,000","1,100,000"
조광준 趙廣濬,2024.11.28,금강산 金剛山 대련 | 종이에 수묵담채 | 124.5x36cmx2 | 함안 咸安,"2,000,000 - 3,000,000",낙찰 X,N/A
박삼산 朴三山,2024.11.28,낙화화조십곡병 烙畵花鳥八曲屛 | 종이에 인두 | 98.5x29.5cmx10,"2,000,000 - 5,000,000","4,200,000","2,200,000"
허형 許瀅,2024.11.28,소상팔경십곡병 瀟湘八景十曲屛 | 비단에 수묵담채 | 142.5x37cmx10 | 양천 陽川,"2,500,000 - 5,000,000",낙찰 X,N/A
작가미상,2024.11.28,낙화암 落花巖 | 종이에 수묵담채 | 23.3x12.2cm,"1,000,000 - 2,500,000","1,100,000","100,000"
작가미상,2024.11.28,화조 花鳥 | 종이에 수묵담채 | 26.5x45.5cm,"800,000 - 2,000,000","800,000",0
허백련 許百鍊,2024.11.28,월매 月梅 | 종이에 수묵 | 64.4x124cm | 양천 陽川,"2,000,000 - 5,000,000",낙찰 X,N/A
손재형 孫在馨,2024.11.28,석죽 石竹 | 1963년(계묘) | 종이에 수묵 | 32.5x119.5cm | 밀양 密陽,"1,200,000 - 3,000,000","1,900,000","700,000"
허백련 許百鍊,2024.11.28,산수 山水 : 선면 | 종이에 수묵담채 | 16x55.4cm | 양천 陽川,"800,000 - 1,800,000",낙찰 X,N/A
이응노 李應魯,2024.11.28,산수 山水 | 종이에 수묵담채 | 40x62cm | 전의 全義,"2,000,000 - 4,500,000",낙찰 X,N/A
박봉수 朴奉洙,2024.11.28,탈춤 | 1959년 | 종이에 수묵담채 | 47x71cm,"3,000,000 - 6,000,000",낙찰 X,N/A
어해팔곡병 魚蟹八曲屛,2024.11.28,| 종이에 수묵담채 | 92.5x30.3cmx8,"4,500,000 - 9,000,000",낙찰 X,N/A
화조 花鳥 대련,2024.11.28,| 종이에 채색 | 111.4x31.4cmx2,"1,200,000 - 2,500,000",낙찰 X,N/A
허련 許鍊,2024.11.28,사군자십곡병 四君子十曲屛 | 종이에 수묵 | 88.8x24.5cmx10 | 양천 陽川/정일 精一,"8,000,000 - 25,000,000","11,000,000","3,000,000"
고영문 高永文,2024.11.28,산수 山水 | 종이에 수묵담채 | 100x33.2cm | 제주 濟州/성욱 聖郁,"500,000 - 1,300,000",낙찰 X,N/A
김유탁 金有鐸,2024.11.28,석란 石蘭 | 1935년(을해) | 종이에 수묵 | 136.5x33.5cm,"300,000 - 800,000",낙찰 X,N/A
작가미상,2024.11.28,화접 花蝶 | 종이에 수묵담채 | 105x53.1cm,"2,000,000 - 4,500,000",낙찰 X,N/A
송성용 宋成鏞,2024.11.28,서화백납십곡병 書畵百納十曲屛 | 1972년(임자) | 종이에 먹·수묵 | 110.5x32.6cmx10 | 여산 礪山,"4,000,000 - 10,000,000",낙찰 X,N/A
송영방 宋榮邦,2024.11.28,마을 | 종이에 수묵담채 | 31.5x112.3cm | 은진 恩津,"600,000 - 1,500,000","1,600,000","1,000,000"
오태학 吳泰鶴,2024.11.28,아이들 | 1971년(신해) | 종이에 수묵담채 | 28.5x29cm,"300,000 - 800,000",낙찰 X,N/A
박노수 朴魯壽,2024.11.28,행려도 行驢圖 | 1960년(경자) | 종이에 수묵담채 | 68.5x34cm | 밀양 密陽,"500,000 - 2,000,000","1,200,000","700,000"
화조영모 花鳥翎毛 8폭,2024.11.28,| 종이에 수묵채색 | 56.5x33.3cmx8,"6,000,000 - 15,000,000","6,000,000",0
옹동화 翁同龢,2024.11.28,고사인물 高士人物 : 선면 | 종이에 수묵 | 17x49.5cm,"3,000,000 - 6,000,000",낙찰 X,N/A
금강산십곡병 金剛山十曲屛,2024.11.28,| 종이에 수묵담채 | 78.3x26.7cmx10,"4,000,000 - 8,000,000","4,000,000",0
지창한 池昌翰,2024.11.28,산수 山水 | 1914년(갑인) | 종이에 수묵 | 149x83cm | 충주 忠州,"1,000,000 - 2,500,000",낙찰 X,N/A
김응원 金應元,2024.11.28,석란 石蘭 | 비단에 수묵 | 31.5x94cm | 김해 金海/석범 錫範,"600,000 - 1,500,000",낙찰 X,N/A
허백련 許百鍊,2024.11.28,강설 江雪 | 1938년(무인) | 종이에 수묵담채 | 32.2x46.9cm | 양천 陽川,"1,200,000 - 2,500,000","1,200,000",0
관동팔경팔곡병 關東八景八曲屛,2024.11.28,| 비단에 수묵담채 | 146x31cmx8,"20,000,000 - 45,000,000",낙찰 X,N/A
민화화조팔곡병 民畵花鳥八曲屛,2024.11.28,| 종이에 먹·채색 | 79x27.7cmx8,"1,600,000 - 3,500,000",낙찰 X,N/A
작가미상,2024.11.28,산수 山水 대련 | 종이에 수묵 | 39.5x28.3cmx2,"1,600,000 - 4,000,000","3,200,000","1,600,000"
최우석 崔禹錫,2024.11.28,고사인물 高士人物 대련 | 비단에 수묵담채 | 139x34.3cmx2,"600,000 - 1,500,000",낙찰 X,N/A
허건 許楗,2024.11.28,산수 山水 : 노신영 盧信永 국무총리께 | 종이에 수묵담채 | 42x128.5cm | 양천 陽川,"1,500,000 - 3,500,000",낙찰 X,N/A
박승무 朴勝武,2024.11.28,추경 秋景 | 1959년(기해) | 종이에 수묵담채 | 32.7x109.3cm | 반남 潘南,"500,000 - 1,200,000","500,000",0
이응노 李應魯,2024.11.28,"스케치 : 금강철교 錦江鐵橋 부근 선친묘산 先親墓山에서 1 | 1940년(경진) | 종이에 연필, 수채 | 27.5x36cm | 전의 全義","1,000,000 - 2,500,000","1,300,000","300,000"
이응노 李應魯,2024.11.28,"스케치 : 금강철교 錦江鐵橋 부근 선친묘산 先親墓山에서 2 | 1940년(경진) | 종이에 연필, 수채 | 27.5x36cm | 전의 全義","1,000,000 - 2,500,000","1,300,000","300,000"
박승무 朴勝武,2024.11.28,화조영모팔곡병 花鳥翎毛八曲屛 | 종이에 수묵담채 | 84x31cmx8 | 반남 潘南,"3,000,000 - 8,000,000","4,200,000","1,200,000"
김기창 金基昶,2024.11.28,뱃놀이 | 1979년(기미) | 종이에 수묵담채 | 37x44.5cm | 김해 金海,"3,000,000 - 6,000,000",낙찰 X,N/A
김은호 金殷鎬,2024.11.28,쏘가리 鱖魚 | 1978년 | 종이에 수묵담채 | 31x39.4cm | 상산 商山,"800,000 - 2,000,000",낙찰 X,N/A
송영방 宋榮邦,2024.11.28,귀로 歸路 | 1980년(경신) | 종이에 수묵담채 | 58.9x59.1cm | 은진 恩津,"400,000 - 1,200,000",낙찰 X,N/A
변관식 卞寬植 외 총6인,2024.11.28,합작백납팔곡병 合作百納八曲屛 | 종이에 수묵담채 | 123x44cmx8 | 초계 草溪,"4,000,000 - 8,000,000",낙찰 X,N/A
김학수 金學洙,2024.11.28,산수 山水 | 1967년(정미) | 종이에 수묵담채 | 38.4x165cm,"800,000 - 2,000,000","800,000",0
허건 許楗,2024.11.28,산수일지병 山水一枝屛 | 1958년(무술) | 종이에 수묵담채 | 65x306cm | 양천 陽川,"5,000,000 - 12,000,000","6,200,000","1,200,000"
박대성 朴大成,2024.11.28,산수 山水 | 2003년(계미) | 종이에 수묵담채 | 53x38cm,"2,000,000 - 5,000,000","3,000,000","1,000,000"
변시지 邊時志,2024.11.28,무제 無題 | 캔버스에 유채 | 25x14.8cm,"6,500,000 - 13,000,000","6,500,000",0
황성하 黃成河,2024.11.28,산수팔곡병 山水八曲屛 | 종이에 수묵담채 | 101x30.5cmx8 | 부평 富平/은경 殷卿,"2,000,000 - 4,500,000",낙찰 X,N/A
양달석 梁達錫,2024.11.28,소와 목동 | 패널에 유채 | 21.5x40cm | 남원 南原,"6,000,000 - 14,000,000","7,400,000","1,400,000"
박노수 朴魯壽,2024.11.28,수하기우 樹下騎牛 | 1959년(기해) | 종이에 수묵담채 | 66x39.5cm | 밀양 密陽,"1,800,000 - 3,600,000",낙찰 X,N/A
박생광 朴生光,2024.11.28,원앙 鴛鴦 | 비단에 수묵채색 | 56.3x80cm | 밀양 密陽,"3,000,000 - 8,000,000","3,000,000",0
김병종 金炳宗,2024.11.28,생명의 노래 | 캔버스에 혼합재료 | 37.5x45cm,"3,000,000 - 7,000,000",낙찰 X,N/A
"김기창 金基昶 화, 안동오 安東五 도자",2024.11.28,탈춤 : 도자화 | 도자에 청채 | 23x9.2x9.2cm | 김해 金海,"600,000 - 1,500,000","900,000","300,000"
서세옥 徐世鈺,2024.11.28,닭과 병아리 | 종이에 수묵담채 | 37.6x37.6cm | 달성 達城,"800,000 - 2,000,000","1,600,000","800,000"
