날짜,제목,작가,생존여부,연도,재료,크기,추정가,낙찰가
2024-02-29,백납도 10폭병풍,현암 정성원,사망,1954,종이에 수묵채색,22.1×24.3㎝ 외 39폭,"2,500,000",N/A
2024-02-29,노안도,허주 이징,사망,null,비단에 수묵채색,17.8×21.8㎝,"10,000,000","10,000,000"
2024-02-29,교가죽석,표암 강세황,사망,null,종이에 수묵,25×39.4㎝,"20,000,000",N/A
2024-02-29,묵포도도,김수장,null,1680 추정,종이에 수묵,118.5×77.5㎝,"15,000,000","15,000,000"
2024-02-29,묵포도도,작자미상,null,null,종이에 수묵,88×58㎝,"40,000,000","40,000,000"
2024-02-29,유하탄금도,공재 윤두서,사망,null,비단에 수묵,20.4×15㎝,"20,000,000",N/A
2024-02-29,탄금대,전 복헌 김응환,사망,null,종이에 수묵채색,31.8×46.3㎝,"30,000,000","30,000,000"
2024-02-29,책거리,null,null,null,종이에 채색,60.6×110.7㎝,"25,000,000","33,000,000"
2024-02-29,아미산 10경 화첩,군옹 황군벽,사망,1943,종이에 수묵채색,10×5.5㎝,"20,000,000","20,000,000"
2024-02-29,책거리 : 오산 중대채화책병,null,null,null,비단에 채색,각 108.2×30㎝,"40,000,000","73,000,000"
2024-02-29,서수화조도 8폭병풍,null,null,null,비단에 수묵채색,각 126.4×37㎝,"35,000,000",N/A
2024-02-29,십이지신문자도 12폭병풍,null,null,null,비단에 수묵채색,각 77.8×28㎝,"60,000,000","70,000,000"
2024-02-29,어해도 8폭병풍,null,null,null,비단에 수묵채색,각 136×32.5㎝,"30,000,000","40,000,000"
2024-02-29,해암응일도,작자미상,null,null,종이에 수묵채색,136.5×73㎝,"60,000,000","70,000,000"
2024-02-29,호작도,작자미상,null,null,종이에 수묵채색,107.5×65.5㎝,"25,000,000","30,000,000"
2024-02-29,송하호작도,작자미상,null,null,비단에 수묵채색,119×61㎝,"20,000,000",N/A
2024-02-29,수하설표도,정재 홍장중,null,null,종이에 수묵채색,134.2×56.5㎝,"30,000,000","31,000,000"
2024-02-29,글씨 가리개,운미 민영익,사망,null,금분당지에 먹,각 136.5×34.7㎝,"4,000,000","4,000,000"
2024-02-29,묵란도,운미 민영익,사망,null,종이에 수묵,40.3×64.5㎝,"10,000,000","10,000,000"
2024-02-29,석란도,석파 이하응,사망,null,비단에 수묵,125.7×64.5㎝,"12,000,000","12,000,000"
2024-02-29,시고 대련,석파 이하응,사망,null,종이에 먹,각 127×29.2㎝,"10,000,000","10,000,000"
2024-02-29,괴석묵란도 대련,석파 이하응,사망,1885,비단에 수묵,각 127×26.7㎝,"15,000,000","31,000,000"
2024-02-29,완당선생댁 친간집,추사 김정희,사망,null,종이에 먹,34×46㎝,"100,000,000",N/A
2024-02-29,강상청풍 8폭병풍,소치 허련,사망,1884,종이에 수묵,각 74.4×36.7㎝,"25,000,000","25,000,000"
2024-02-29,문자도 : '충',null,null,null,종이에 수묵,54.7×37.2㎝,"1,000,000","1,500,000"
2024-02-29,석죽도_글씨,애춘 신명연,사망,null,종이에 수묵·먹,각 82×58.5㎝,"2,000,000",N/A
2024-02-29,추성부도,심전 안중식,사망,1906,비단에 수묵채색,142×33.5㎝,"15,000,000","24,000,000"
2024-02-29,백의송주,심전 안중식,사망,null,비단에 수묵채색,42×58.2㎝,"15,000,000","24,000,000"
2024-02-29,어초문답도,심전 안중식,사망,null,비단에 수묵채색,114.5×42.4㎝,"15,000,000","23,000,000"
2024-02-29,제갈충무후진상,백련 지운영,사망,1926,비단에 수묵채색,136.7×50.6㎝,"5,000,000",N/A
2024-02-29,달마성상,백련 지운영,사망,1926,종이에 수묵채색,173×92.5㎝,"10,000,000","12,000,000"
2024-02-29,-,null,null,null,,N/A,,N/A
2024-02-29,태평도,null,null,null,종이에 수묵채색,118.7×40㎝ 외,"6,000,000","6,000,000"
2024-02-29,호취도,작자미상,null,null,비단에 수묵채색,77.5×50㎝,"2,000,000",N/A
2024-02-29,송하맹호도,작자미상,null,null,비단에 수묵채색,95.8×37㎝,"2,000,000","2,000,000"
2024-02-29,용호도,작자미상,null,null,종이에 수묵채색,119.5×39㎝,"8,000,000","8,000,000"
2024-02-29,서유기,작자미상,null,null,비단에 수묵채색,25.7×20㎝,"1,000,000","1,000,000"
2024-02-29,주유도,작자미상,null,null,종이에 수묵채색,30.3×21.9㎝,"2,000,000","2,000,000"
2024-02-29,문자도 10폭,null,null,null,종이에 수묵채색,각 91×27.2㎝,"2,000,000","2,000,000"
2024-02-29,어해도,작자미상,null,null,종이에 수묵채색,78.4×54㎝,"2,000,000",N/A
2024-02-29,산수도 6폭병풍 · 화조도 8폭병풍,null,null,null,종이에 수묵채색,"산수_각 82×33㎝, 화조_각 82.5×32.5㎝","8,000,000","10,000,000"
2024-02-29,사명당대선사진영,작자미상,null,null,비단에 수묵채색,141×95㎝,"20,000,000","40,000,000"
2024-02-29,팔사품도 10폭병풍,null,null,null,비단에 수묵채색,각 120×34.8㎝,"15,000,000","15,000,000"
2024-02-29,-,null,null,null,,N/A,,N/A
2024-02-29,팔상도 초본 2권,null,null,null,종이에 먹,38.6×22㎝ 외,"4,000,000","4,000,000"
2024-02-29,효행도,작자미상,null,null,종이에 수묵채색,33.5㎝,"1,000,000","1,000,000"
2024-02-29,오군자 감모여재도,null,null,null,종이에 수묵채색,127×111.5㎝,"9,000,000","9,000,000"
2024-02-29,간찰,호은 홍수주,사망,null,종이에 먹,36×30㎝,"3,000,000","3,600,000"
2024-02-29,별장첩,null,null,null,종이에 먹,34×26㎝,"6,000,000","6,000,000"
2024-02-29,최신동아대지도,null,null,1904,종이에 인쇄,105×76.5㎝,"2,000,000",N/A
2024-02-29,천로역정 상권,존 버니언,사망,null,종이에 먹,29×20㎝,"30,000,000","38,000,000"
2024-02-29,시첩,위창 오세창 외 30인,사망,1917,종이에 먹,29.5×21㎝,"3,500,000",N/A
2024-02-29,전고,검여 유희강,사망,null,종이에 먹,23.5×9㎝,"2,000,000","2,000,000"
2024-02-29,기원첩발문,검여 유희강,사망,1966,종이에 먹,25.3×24.2㎝,"1,000,000","1,000,000"
2024-02-29,십장생도 8폭병풍,SPECIAL LOT,null,null,비단에 채색,116.5×375㎝,,N/A
2023-12-07,남순동자석,해강 김규진,사망,null,종이에 수묵채색,27×24㎝,"1,000,000","1,600,000"
2023-12-07,벼루와 묵호,탄월 김경원,사망,null,종이에 수묵채색,28.8×40.5㎝,"2,000,000","2,000,000"
2023-12-07,관폭도,의재 허백련,사망,null,종이에 수묵채색,62.5×64.5㎝,"1,000,000","1,800,000"
2023-12-07,산수도,청전 이상범,사망,1939,종이에 수묵,12.4×45.9㎝,"3,000,000","3,000,000"
2023-12-07,이조명춘,이당 김은호,사망,1973,종이에 수묵채색,16.1×55㎝,"1,000,000","1,000,000"
2023-12-07,김진만청상첩,위창 오세창 외 9인,사망,null,종이에 수묵채색,長 22.3㎝,"5,000,000","5,800,000"
2023-12-07,미산장본,미산 허형,사망,null,종이에 수묵채색,32.5×27.3㎝ 외,"3,000,000","3,000,000"
2023-12-07,석국도,소치 허련,사망,null,종이에 수묵,24.5×30㎝,"2,000,000","5,600,000"
2023-12-07,무이정사잡영첩,소치 허련,사망,null,종이에 먹,22.5×17.5㎝,"3,000,000","3,000,000"
2023-12-07,치경급제하는모양,기산 김준근,null,null,종이에 수묵채색,20.5×17.5㎝,"3,000,000","3,000,000"
2023-12-07,석란도,석파 이하응,사망,1890,비단에 수묵,99×32.7㎝,"7,000,000","7,000,000"
2023-12-07,적송자,백련 지운영,사망,1931,비단에 수묵채색,132×51㎝,"3,000,000","7,300,000"
2023-12-07,매화서옥도,정재 오일영,사망,null,비단에 수묵채색,137.1×43㎝,"3,000,000","4,000,000"
2023-12-07,설경산수도,소정 변관식,사망,null,종이에 수묵채색,125×42㎝,"1,500,000",N/A
2023-12-07,도림서옥,청전 이상범,사망,null,종이에 수묵채색,66.2×32.5㎝,"4,000,000","4,000,000"
2023-12-07,화접도,석하 정진철,사망,null,비단에 수묵채색,115×36㎝,"2,000,000",N/A
2023-12-07,비파도,월전 장우성,사망,null,종이에 수묵채색,58.5×61㎝,"1,000,000","1,100,000"
2023-12-07,강정각서,춘곡 고희동,사망,null,비단에 수묵채색,138×35㎝,"2,000,000","2,300,000"
2023-12-07,을밀대,소정 변관식,사망,1970,종이에 수묵채색,33×129㎝,"10,000,000","12,000,000"
2023-12-07,묵란도,석파 이하응,사망,1865,비단에 수묵,44.2×100㎝ (그림 33.2×65㎝),"5,000,000","10,000,000"
2023-12-07,묵매도 대련,우은 정태오,사망,null,종이에 수묵,각 52.2×28.7㎝,"6,000,000",N/A
2023-12-07,수변누각도,북산 김수철,사망,null,비단에 수묵,48.3×22.5㎝,"5,000,000","5,000,000"
2023-12-07,송하맹호도,작자미상,null,null,종이에 수묵채색,125×66.5㎝,"10,000,000","26,000,000"
2023-12-07,팔선도,작자미상,null,null,종이에 수묵채색,52.5×77.3㎝,"3,000,000","3,000,000"
2023-12-07,송하호작도,작자미상,null,null,종이에 수묵채색,123.5×50.7㎝,"3,500,000",N/A
2023-12-07,소상팔경도,작자미상,null,null,종이에 수묵채색,각 73.7×47㎝,"6,000,000","6,000,000"
2023-12-07,문자도 8폭병풍,null,null,null,종이에 수묵채색,각 87.5×36.5㎝,"10,000,000","10,000,000"
2023-12-07,송하호작도,작자미상,null,null,종이에 수묵채색,76×35.1㎝,"3,000,000","21,000,000"
2023-12-07,묵매도 대련,작자미상,null,null,종이에 수묵,각 93.5×40.3㎝,"7,000,000",N/A
2023-12-07,해학반도도,null,null,null,종이에 수묵채색,163×406㎝,"15,000,000","26,000,000"
2023-12-07,목련봉학도,null,null,null,비단에 수묵채색,51.5×115㎝,"30,000,000",N/A
2023-12-07,자수호문홍보,null,null,null,비단에 자수,72.2×64㎝,"45,000,000",N/A
2023-12-07,자수화조도 10폭병풍,null,null,null,비단에 자수,각 119×40㎝,"90,000,000",N/A
2023-12-07,선고지과도,단원 김홍도,사망,null,종이에 수묵채색,84.7×46.2㎝,"300,000,000","300,000,000"
2023-12-07,군호도,전 단원 김홍도,사망,null,종이에 수묵채색,101×39.5㎝,"300,000,000","300,000,000"
2023-12-07,수조도,단원 김홍도,사망,null,비단에 수묵채색,72×39㎝,"150,000,000","150,000,000"
2023-12-07,시우란,추사 김정희,사망,null,종이에 수묵,22.8×85㎝,"700,000,000","740,000,000"
2023-12-07,묵란도,추사 김정희,사망,null,종이에 먹,22×89.5㎝,"350,000,000","420,000,000"
2023-12-07,묵죽도,수운 유덕장,사망,null,종이에 수묵,112×56.1㎝,"10,000,000","15,000,000"
2023-12-07,유앵도,남리 김두량,사망,null,비단에 수묵채색,98×35㎝,"30,000,000","36,000,000"
2023-12-07,전서첩,능호관 이인상,사망,1742,종이에 먹,첩 34×21㎝ (글씨 27.8×15.8㎝ 외),"50,000,000",N/A
2023-12-07,기사경회첩,null,null,1744-1745,"비단에 먹, 비단에 수묵채색",43.3×66.3㎝ 외,"200,000,000",N/A
2023-12-07,서첩 외,추탄 오윤겸 외 1인,사망,null,종이에 먹,"서첩 37×22.3㎝, 만시 19.8×36.4㎝, 명현록 21.6×19.4㎝","30,000,000","30,000,000"
2023-12-07,무신양무원종훈록,null,null,null,종이에 먹,첩 32×21.3㎝ (글씨 25×17.7㎝ 외),"3,000,000","3,000,000"
2023-12-07,열성어제,null,null,null,종이에 먹,첩 25×19㎝ (글씨 35.5×24㎝ 외),"2,000,000",N/A
2023-12-07,동고첩,원교 이광사,사망,null,종이에 먹,첩 32.5×22.5㎝ (글씨 28.5×18㎝ 외),"15,000,000","15,000,000"
2023-12-07,글씨,추사 김정희,사망,null,종이에 먹,63x24.5㎝,"35,000,000","35,000,000"
2023-12-07,묵서 대련,몽인 정학교,사망,null,종이에 먹,각 91.7×19㎝,"1,200,000",N/A
2023-12-07,담정,무호 이한복,사망,1926,종이에 먹,33.7×106㎝,"2,500,000","2,500,000"
2023-12-07,송심란성,소전 손재형,사망,1956,종이에 먹,32.2×130㎝,"2,500,000","2,500,000"
2023-12-07,묵서,소전 손재형,사망,null,종이에 먹,17×250㎝,"2,500,000","2,500,000"
2023-12-07,충고만세,박정희,사망,1964,종이에 먹,25×17.4㎝,"2,000,000","3,000,000"
2023-12-07,이언 건곤,null,null,null,종이에 먹,첩 32.5×20.5㎝ (글씨 23×16.6㎝ 외),"2,000,000",N/A
2023-12-07,제갈공명후출사표 탁본첩,null,null,null,종이에 먹,54.8×31㎝,"5,000,000","5,000,000"
2023-12-07,"단원 김홍도, 수월헌 임희지 <죽하맹호도>",SPECIAL LOT. 001,사망,null,비단에 수묵채색,91×34㎝,"2,500,000,000","3,900,000,000"
2023-08-31,청기,애춘 신명연,사망,null,종이에 먹,長 98,"2,000,000","2,800,000"
2023-08-31,부용,애춘 신명연,사망,null,종이에 수묵채색,27×34㎝,"5,000,000","5,000,000"
2023-08-31,산과 해,고암 이응노,사망,1957,종이에 수묵채색,35×44.7㎝,"1,500,000","2,100,000"
2023-08-31,우후금강,이당 김은호,사망,1975,종이에 수묵,31×40㎝,"1,000,000","1,200,000"
2023-08-31,서창청공,정재 오일영,사망,null,종이에 수묵채색,29.5×45.5㎝,"1,000,000","2,200,000"
2023-08-31,석수만년:위창 오세창 선생에게,심산 노수현,사망,1924,종이에 수묵채색,20.1×32㎝,"1,000,000","3,200,000"
2023-08-31,진금화명,"畵 청전 이상범 외 7인, 書 관수거사 안종원",사망,1938,비단에 수묵채색,19×122.5㎝,"2,000,000","3,600,000"
2023-08-31,모계영자도,유산 민경갑,사망,1975,종이에 수묵채색,71.4×98.8㎝,"1,000,000","2,400,000"
2023-08-31,화훼초충도,석지 채용신,사망,null,비단에 수묵채색,24.2×31㎝,"5,000,000","4,000,000"
2023-08-31,효자도,작자미상,null,null,비단에 수묵채색,42×33㎝,"1,000,000","1,000,000"
2023-08-31,행락도,null,null,null,종이에 수묵채색,84×187.5㎝,"20,000,000","20,000,000"
2023-08-31,평생도 8폭,작자미상,null,null,종이에 수묵채색,각 93.5×31.2㎝,"50,000,000",N/A
2023-08-31,산수인물도 8폭 병풍,묵로 이용우,사망,null,비단에 수묵채색,각 101×37.3㎝,"8,000,000","8,000,000"
2023-08-31,산수도 10폭 병풍,우청 황성하,사망,null,종이에 수묵채색,각 62.5×31.6㎝,"5,000,000",N/A
2023-08-31,추경산수,청전 이상범,사망,null,비단에 수묵채색,165×38.5㎝,"8,000,000",N/A
2023-08-31,폭포도,소정 변관식,사망,null,종이에 수묵채색,140×40.5㎝,"3,000,000","3,000,000"
2023-08-31,산수도,남주 고영문,사망,null,종이에 수묵채색,43×33.8㎝,"1,000,000","1,000,000"
2023-08-31,풍속도,작자미상,null,null,종이에 수묵채색,27×38㎝,"5,000,000","5,000,000"
2023-08-31,농경도 4폭 병풍,운보 김기창,사망,null,비단에 수묵채색,각 96×50.7㎝,"80,000,000","85,000,000"
2023-08-31,서선농가사시경직실경화첩,일재 김윤보,사망,null,종이에 수묵채색,"첩 31.4×23㎝, 그림 각 31.4×45.5㎝","100,000,000","100,000,000"
2023-08-31,풍속도 10폭,기산 김준근,null,null,종이에 수묵,각 19.2×12.7㎝,"50,000,000","52,000,000"
2023-08-31,청정내경선경첩,담녕 홍의호,사망,null,종이에 먹,"첩 22.4×14.2㎝, 글씨 22.4×340.8㎝","4,000,000","4,000,000"
2023-08-31,육선생화상찬,매산 정중기,사망,null,종이에 먹,"첩 18.5×7.7㎝, 글씨 18.5×169.5㎝","1,000,000","1,000,000"
2023-08-31,낭원첩,작자미상,null,null,"종이에 먹,종이에 수묵채색",25.6×16㎝,"20,000,000","28,000,000"
2023-08-31,습주보장첩,백하 윤순,사망,null,종이에 먹,58×24.8㎝,"8,000,000","8,000,000"
2023-08-31,옹방강진묵,담계 옹방강,사망,1789,종이에 먹,23.8×15㎝,"2,000,000","3,600,000"
2023-08-31,괴석모란도 8폭 병풍,소치 허련,사망,null,종이에 수묵,각 82.1×46㎝,"20,000,000",N/A
2023-08-31,금강산도 6폭 병풍,작자미상,null,null,종이에 수묵채색,각 39.8×52.1㎝,"30,000,000","30,000,000"
2023-08-31,수륙만리도 3폭,작자미상,null,null,종이에 수묵채색,각 32.8×264.8㎝,"30,000,000",N/A
2023-08-31,하일산관,소정 변관식,사망,1974,종이에 수묵채색,32×129㎝,"8,000,000","8,000,000"
2023-08-31,사계산수도 10폭 병풍,소정 변관식,사망,1958,종이에 수묵채색,각 125.5×31.6㎝,"20,000,000",N/A
2023-08-31,산수인물도,백련 지운영,사망,1929,비단에 수묵채색,128×31.3㎝,"1,000,000","2,200,000"
2023-08-31,글씨 대련,몽인 정학교,사망,null,종이에 먹,각 128×32㎝,"2,000,000",N/A
2023-08-31,글씨,이준,사망,null,종이에 먹,135.5×33㎝,"7,000,000","7,000,000"
2023-08-31,묵란도,석파 이하응,사망,null,종이에 수묵,130.8×32.6㎝,"12,000,000",N/A
2023-08-31,산수도,군옹 황군벽,사망,1984,종이에 수묵채색,60×89.2㎝,"15,000,000","15,000,000"
2023-08-31,사주이사,추사 김정희,사망,null,종이에 먹,18.6×130.5㎝,"60,000,000","65,000,000"
2023-08-31,전별시,학산 윤제홍,사망,null,종이에 먹,35.5×50.5㎝,"5,000,000","5,000,000"
2023-08-31,시,자하 신위,사망,null,종이에 먹,18.5×40.5㎝,"2,000,000","3,200,000"
2023-08-31,책거리 10폭 병풍,null,null,null,종이에 수묵채색,각 61.5×31.5㎝,"58,000,000",N/A
2023-08-31,책거리 대련,null,null,null,종이에 수묵채색,각 70×40.8㎝,"2,000,000",N/A
2023-08-31,통신사외교문서,null,null,null,,N/A,,N/A
2023-08-31,백수백복도 8폭 병풍,null,null,null,비단에 수묵채색,각 120×42.3㎝,"30,000,000",N/A
2023-08-31,'수'문자도,null,null,null,종이에 채색,162.5×88.6㎝,"3,000,000","5,200,000"
2023-08-31,독성도,작자미상,null,null,비단에 채색,73.5×54.5㎝,"5,000,000","5,000,000"
2023-08-31,선유도,전 현재 심사정,사망,null,종이에 수묵채색,69×61㎝,"30,000,000","31,000,000"
2023-08-31,기려도,작자미상,null,null,비단에 수묵,98.3×34.1㎝,"2,000,000",N/A
2023-08-31,죽호도,기산 김준근,null,null,비단에 수묵,121×40.5㎝,"5,000,000",N/A
2023-08-31,운죽도·노송도,해부 변지순,null,null,"종이에 수묵채색, 종이에 수묵","35×35.5㎝, 17.7×25.5㎝","15,000,000","15,000,000"
2023-08-31,산수도,신원 이의양,사망,1811,비단에 수묵,97×37.5㎝,"15,000,000",N/A
2023-08-31,산수도,노가재 김창업,사망,null,종이에 수묵채색,26.5×19.5㎝,"10,000,000","16,000,000"
2023-08-31,산수도,희원 이한철,사망,null,종이에 수묵,119×27㎝,"5,000,000","5,000,000"
2023-08-31,어해도 2폭,묵호 전충효,null,null,종이에 수묵채색,각 26.4×19.3㎝,"5,000,000","7,300,000"
2023-08-31,어해도 대련,위사 강필주,사망,null,종이에 수묵채색,각 100×31㎝,"1,000,000","3,600,000"
2023-08-31,석란도 10폭 병풍,석파 이하응,사망,1877,종이에 수묵,각 147.5×31.2㎝,"120,000,000",N/A
