name,size,estimate,final_price
분청 인화귀얄...,7.5×19.5×7㎝,"500,000","500,000"
분청조화 목단...,28.3×5.7×8.5㎝,"800,000","800,000"
분청상감 류노...,30×6×10.5㎝,"500,000","600,000"
백자 다각호,18×16×10.5㎝,"2,000,000",
백자진사 서록...,31.5×4.7×11㎝,"1,500,000",
백자청화 학죽...,25.5×4.3×11.3㎝,"5,000,000","5,000,000"
백자 뚜껑,9×20㎝,"200,000","700,000"
흑유 잔 잔대,11×6×6㎝,"1,500,000","1,600,000"
흑유 편병,24.7×4.5×11㎝,"1,000,000",
흑유 자라병,8.5×4×13㎝,"300,000","450,000"
백자 떡살 1...,총 12점 일괄,"800,000","900,000"
분청 승석문수...,20×32.5×34㎝,"300,000","300,000"
분청 5인다기...,"주전자-11×9.5×7.3㎝, 다완-8.5×16.8×7.5㎝, 숙우-8×15.3×6.8㎝, 잔-5.3×7.5×4㎝(5EA)","400,000","700,000"
백자청화 장생...,"주전자-13.5×8×9.5㎝, 잔-8.5×6.5×5.3㎝(6EA), 잔대-2.5×13×7㎝(6EA)","300,000","400,000"
백자 벽걸이접...,"①8.5×41×21.5㎝, ②8.5×42×21㎝","1,000,000","1,100,000"
결정유 접시 ...,"①4×28×17㎝, ②3.5×29×17㎝, ③4×26×16㎝, ④4×28×15.5㎝","500,000","500,000"
회령요 항아리,39.5×20.5×14㎝,"800,000","1,000,000"
시문 관복장,148×44×73㎝,"3,500,000","3,500,000"
장생문 화초장,176.5×35.5×61㎝,"1,800,000","1,800,000"
통영 이층농,154.5×44×94㎝,"300,000","300,000"
경기도 머릿장,95×43.5×97.5㎝,"1,200,000","1,200,000"
삼층 책장,87×42×61㎝,"2,000,000","2,400,000"
주칠 운룡문사...,93×35×52㎝,"3,000,000",
경상도 반닫이,55×41.5×88㎝,"1,200,000","1,200,000"
만자문 문갑 ...,38×31.5×90.5㎝(2EA),"400,000","400,000"
버선장,60×34×63㎝,"1,200,000","1,200,000"
화각 풍속문탁...,40.5×30.5×78.5㎝,"300,000","300,000"
경상,24×21×51.5㎝,"300,000","300,000"
강원도 원반,21.5×35×27㎝,"400,000","600,000"
오동나무 시문...,60×27.5㎝,"1,200,000","1,200,000"
가죽 사각함,13×11×40.5㎝,"1,000,000","1,000,000"
주칠나전 장생...,34×30×61㎝,"300,000","300,000"
나전칠기 사군...,8.5×33.5×33.5㎝,"600,000","600,000"
나전칠기 신선...,5×10×40.5㎝,"800,000","800,000"
석조 동자상 ...,97㎝(2EA),"3,000,000",
무쇠 불두,15㎝,"1,000,000","2,200,000"
청동 병,32×9×9㎝,"300,000","350,000"
은제 장생도,34.5×43.5㎝,"2,000,000","2,000,000"
경주김씨 지석...,"①3×30×40.5㎝(양면), ②2.5×25×22㎝","300,000","300,000"
은상감 담배함...,"①7.5×8×12㎝, ②5.5×7×11㎝, ③5.5×6.5×10㎝","500,000","1,000,000"
인장 57점,총 57점 일괄,"800,000",
자물쇠 26점,총 26점 일괄,"300,000","400,000"
유기 반상기(...,Set 일괄,"300,000","750,000"
은장도 4점,"①15㎝, ②·③13.5㎝, ④12㎝","1,000,000","1,000,000"
상아 선추*,5.5×5.5㎝,"700,000","700,000"
대모 갓끈,70㎝,"200,000","450,000"
"석란문 벼루,...","석란문-4×23.5×14.5㎝, 매조죽문-5×26×16㎝","500,000",
호두 공예품 ...,4㎝(2EA),"1,000,000","1,000,000"
죽제 발 Se...,158×71㎝(2EA),"400,000","500,000"
목안,21×36×7.5㎝,"1,500,000","1,500,000"
목조 호랑이,41×22㎝,"600,000",
용수판,37×51.5㎝,"400,000","400,000"
낙선재 은제 ...,"①47㎝, ②32㎝","1,500,000","1,500,000"
자수 '수복'...,13×50㎝,"300,000","1,000,000"
순종 황제 남...,5×3.5㎝,"400,000","650,000"
옥칠보 나비장...,4×9.5㎝(2EA),"500,000","500,000"
동제 화문화병,26×7.5×8㎝,"200,000","300,000"
쌍학문 흉배 ...,21.5×18.5㎝(2EA),"300,000","350,000"
양주 18점,총 18점 일괄,"2,500,000","2,700,000"
은입사 장도*,106㎝,"800,000","900,000"
단검 2점*,40.5㎝(2EA),"400,000","600,000"
비취 관세음보...,30㎝,"1,000,000","1,800,000"
육필 원고 일...,일괄(앨범-26×17㎝),"2,000,000","4,000,000"
육필 원고 2...,"①27×19.5㎝, ②18×25㎝","500,000",
육필 편지 2...,"①25×17㎝(6장), ②25.5×18.5㎝(5장+양면 1장)","500,000","800,000"
대동여지도 신...,479×311㎝,"5,000,000",
다도화첩(6폭...,31×46㎝,"1,000,000","1,200,000"
야매도,38×72㎝,"400,000","900,000"
계산선인도,40.5×31.5㎝,"1,200,000",
추산멱구,25×35.5㎝,"1,200,000","1,200,000"
설불,52×44.5㎝,"400,000","400,000"
난과 영지,27×36㎝,"600,000",
홍매도,49×50㎝,"400,000","500,000"
문자도,89×88㎝,"4,000,000","4,600,000"
군마도,55×139㎝,"5,000,000","7,500,000"
문자도('전화...,53×92㎝,"500,000",
묵포도도,61.5×36.5㎝,"300,000","400,000"
군호도,65.5×120㎝,"300,000",
부엉이,69.5×134㎝,"500,000","2,300,000"
쌍치도,131.5×32㎝,"300,000","400,000"
화조도*,135×45㎝,"1,000,000",
동백,139×35㎝,"400,000","500,000"
계곡홍수,130×33㎝,"400,000","400,000"
괴석묵란도('...,137×34㎝,"400,000","400,000"
"묵매도, 묵죽...","묵매도-102.5×28.5㎝, 묵죽도-86.5×33㎝","200,000","600,000"
맹호도,160×66㎝,"500,000","700,000"
도암 이재 초...,64.5×37㎝,"2,000,000",
팔군자 8폭,108.5×32.5㎝,"300,000","300,000"
십군자 10폭...,110×33.5㎝,"900,000","1,100,000"
화조도 10폭...,121×33㎝,"500,000","500,000"
신선도 8폭병...,122.5×32㎝,"800,000","800,000"
사계풍속화 8...,125.5×33㎝,"800,000","800,000"
책가도 4폭,45×32.5㎝,"400,000","800,000"
간찰 3점,"①27×59.5㎝, ②28×44㎝, ③26×36㎝","300,000","350,000"
영남인 간찰첩,32.5×29㎝,"1,000,000",
함안조씨 간찰...,39×25㎝,"1,000,000","1,100,000"
간찰 19점,총 19점 일괄,"2,000,000","2,000,000"
간찰 17점,총 17점 일괄,"1,000,000","3,400,000"
간찰첩,42×30㎝,"10,000,000","10,000,000"
시고 2점,113×30.5㎝(2EA),"400,000","600,000"
휘호('임목'...,43×31.5㎝,"1,500,000","4,400,000"
국화 옆에서,60.5×26㎝,"400,000","800,000"
휘호('공제수...,33×133㎝,"1,000,000","1,000,000"
휘호('수여금...,32.5×123㎝,"800,000",
파평윤씨 윤자...,68.5×168.5㎝,"200,000","250,000"
꽃,49.5×52㎝,"400,000","400,000"
소나무와 스님,45×53㎝,"400,000","600,000"
아프리카의 세...,28×34㎝,"200,000","250,000"
Basket,32.5×36.5㎝,"300,000","400,000"
장생,135×330㎝,"20,000,000",
송하문록유,125.5×298㎝,"30,000,000",
동해 나드리,45.5×53㎝,"500,000",
Village...,46×53.5㎝,"1,000,000","1,200,000"
Camping,38.5×55㎝,"1,000,000",
숲길,40.5×53㎝,"200,000","350,000"
창,44.5×53㎝,"2,500,000","2,500,000"
삽화 71점,앨범-27.5×20㎝,"2,000,000","2,000,000"
삽화 83점,앨범-19.5×27㎝,"500,000","650,000"
삽화 55점,앨범-27.5×20.5㎝,"500,000","800,000"
스케치 20점,앨범-28.5×21㎝,"400,000","600,000"
모정,53×24.5×38.5㎝,"500,000",
BB,67×56㎝,"1,500,000",
MATÍAS ...,67.5×47㎝,"1,500,000",
FRUITFU...,39×39㎝,"1,000,000","1,000,000"
Toxic M...,68×48㎝,"700,000","700,000"
CND Sol...,68×48㎝,"700,000","700,000"
마제 석검 2...,"석검①24.5㎝, 석검②17.5㎝, 석촉①14㎝, 석촉②10.5㎝, 석촉③10.2㎝, 석촉④7.6㎝, 석촉⑤3.3㎝","1,000,000","1,300,000"
소뿔 손잡이 ...,25.5×16㎝,"1,200,000","1,200,000"
토기 불기,33×33.5×24㎝,"700,000",
토기 잔 2점...,"잔①9.5×9×6㎝, 잔②8.5×10×5.5㎝, 굽다리잔①8.5×14×7㎝, 굽다리잔②8.5×12×6.5㎝","800,000","1,300,000"
배모양 토기,9×24.5×9.5㎝,"7,000,000",
와당 4점,총 4점 일괄,"4,000,000","4,000,000"
백자음각 봉황...,5.5×2.5×5㎝,"8,000,000","8,000,000"
"청자 접시, ...","무문-2.3×9.5×9.5㎝, 상감-3.5×12×7.8㎝, 퇴화-3×11.5×4.7㎝","1,000,000","1,000,000"
청자퇴화 화문...,8.5×7.2×4㎝,"3,000,000","3,000,000"
분청상감 당초...,11.5×3.3×6㎝,"1,500,000","1,600,000"
백자상감 운문...,5×8.5×4.3㎝,"6,000,000","6,000,000"
백자상감철화 ...,4.5×8.8×5㎝(2EA),"1,200,000","1,400,000"
분청 귀얄문완...,"左-7×16.5×5.3㎝, 右-7×18×6.5㎝","1,200,000","1,200,000"
분청 '내실'...,6.5×18.6×6㎝,"3,000,000","3,000,000"
분청철화 '천...,8.5×17×6㎝,"1,000,000",
청자상감 갈대...,20.2×7.5×7.5㎝,"1,500,000","2,300,000"
청자철화 '공...,18.3×9.5×7.5㎝,"6,000,000","6,000,000"
청자 장경병,36.5×3.5×12㎝,"6,000,000","6,000,000"
분청상감 연화...,34×5×12.5㎝,"2,500,000","3,600,000"
분청상감 류문...,29.5×5×10.5㎝,"1,000,000","1,300,000"
흑유 매병,33×6.3×14㎝,"5,000,000","5,000,000"
분청상감 파초...,23×10×9㎝,"5,000,000",
분청박지 파초...,13.5×13×9㎝,"3,000,000","3,000,000"
청자 병,19.5×4×7㎝,"20,000,000",
분청박지 어화...,24×12.5×12.5㎝,"15,000,000","15,000,000"
백자 유개호,26.5×10.5×8.5㎝,"8,000,000","8,000,000"
백자 과형호,14×10.8×8.8㎝,"7,500,000","7,500,000"
백자투각 파초...,11×13×13㎝,"20,000,000","20,000,000"
백자 궤형연적,5.5×6.5×8.3㎝,"4,000,000","11,500,000"
백자 호 2점...,"호①13.5×7.5×8㎝, 호②11.5×4.5×7.5㎝, 유개호①10×3.5×5㎝, 유개호②10×4×5.5㎝","2,000,000","3,200,000"
백자 소병 4...,"①17×4×6㎝, ②13×3.5×5㎝, ③·④12×3×5㎝","1,500,000","1,700,000"
백자 접시 2...,"①4.5×19.5×6.5㎝, ②5.5×19×7.5㎝","1,000,000","1,100,000"
백자 완 5점,"①6×13.5×6.5㎝, ②6×12×5㎝, ③6×11.5×5㎝, ④5×11×4.5㎝, ⑤4.7×9.3×4.5㎝","1,500,000","1,500,000"
백자투각 만자...,15.5×8×8.5㎝,"1,500,000","1,800,000"
백자 발,9×15×7.5㎝,"2,000,000","2,000,000"
백자양각 박쥐...,24×3.5×9.5㎝,"2,000,000","8,700,000"
백자철화 초엽...,19.2×6.5×6.5㎝,"1,000,000","1,400,000"
백자철화 아산...,3×18.5×12.5㎝(4EA),"1,500,000","1,500,000"
백자청화 불수...,20.8×3.2×9.8㎝,"3,000,000",
백자청화 봉학...,34×4.5×11.5㎝,"1,000,000","1,300,000"
백자청화 기명...,10×11.5×8.5㎝,"1,500,000","2,600,000"
백자청화 석란...,10×6.5×6.8㎝,"3,000,000","3,000,000"
백자청화 포도...,11.2×9.5×9.2㎝,"1,500,000",
백자청화 화문...,2.5×6.5×6.5㎝,"1,500,000","2,000,000"
백자청화철화진...,9.5×5㎝,"1,500,000","1,500,000"
대모자개 용봉...,97×37×56㎝,"10,000,000","10,000,000"
이층 책장,110.5×55.5×119㎝,"25,000,000","25,000,000"
사층 탁자,163×35.5×55.5㎝,"2,500,000","2,500,000"
오층 탁자,171×36×60㎝,"600,000","700,000"
책뒤주,110×47×84㎝,"3,000,000","3,000,000"
전라도 괴목 ...,88×47.5×107.5㎝,"1,500,000","1,500,000"
Conoid ...,90×41.5×50.5㎝,"500,000","2,200,000"
Ippongi...,82×76×251㎝,"2,000,000","3,200,000"
일주반,30×43.5×33㎝,"500,000","900,000"
통영 '복'명...,25×36×49㎝,"1,000,000","1,000,000"
나주 목단문반,25×35×48㎝,"500,000","500,000"
화형 호족반,26×45.5×39㎝,"600,000","800,000"
오동나무 관모...,28×23×23㎝,"800,000","1,000,000"
현판('신안구...,35.5×139㎝,"1,500,000",
시전지판 4점,"①20×44㎝, ②17.5×14㎝, ③14.5×5㎝, ④11.5×10㎝","1,000,000","1,500,000"
나전칠기 초화...,총 11점 일괄,"2,000,000","3,400,000"
붓걸이,18×32㎝,"700,000","1,100,000"
석조 장승 한...,111×20×29㎝(2EA),"3,000,000","3,300,000"
연화문 향로석,36×40.5×49㎝,"3,500,000",
석조 운문팔각...,46×61×61㎝,"12,000,000",
적금비보 일예...,35㎝,"5,000,000","6,500,000"
금제 태환이식...,"①7㎝(2EA), ②6.5㎝(2EA), ③5㎝(2EA), ④4.5㎝(2EA)","60,000,000",
유기 '희'명...,24.3×28×23㎝,"800,000",
휴대용 먹통 ...,총 20점 일괄,"2,000,000","2,000,000"
인장 8점,총 8점 일괄,"1,000,000","1,000,000"
철농 이기우 ...,총 12점 일괄,"800,000","900,000"
상아 공예품 ...,일괄,"2,000,000","2,000,000"
SP 유성기판...,"판-25×25㎝(48EA), Box-12.5×27×27㎝(2EA)","3,000,000","3,000,000"
백양회 방명록...,"8회(1959)-27×20.5㎝, 11회(1962)-30×1291㎝, 12회(1963)-30.5×1350㎝","1,000,000",
하멜표류기 프...,15.3×9.3㎝,"50,000,000",
조선박람회견물...,"시찰도-105.5×77㎝, 사진첩-28.5×37.5㎝","13,000,000",
A New M...,52.2×58.8㎝,"3,000,000",
The Emp...,48×64㎝,"5,000,000",
대동여지도 영...,22.3×14㎝,"5,000,000",
천하대총지도첩,36.5×22.5㎝,"1,500,000","1,700,000"
선면 강상도,16×48㎝,"700,000","900,000"
청하유취,32.5×126㎝,"700,000","700,000"
미인도,108×58㎝,"2,000,000","2,000,000"
신선도 2점,52×37㎝(2EA),"1,000,000","1,800,000"
호작도,69×41㎝,"1,000,000","1,100,000"
문자도 2점,"大-70×28㎝, 小-49.5×29㎝","500,000","500,000"
산신도,121.5×103㎝,"3,000,000","7,500,000"
시왕도 10폭...,90.5×38.5㎝,"30,000,000",
십이지신도 1...,47.5×29.5㎝,"30,000,000",
합작 산수인물...,128.5×31㎝,"9,500,000","10,000,000"
금강산도 6폭...,110×36.5㎝,"5,000,000","6,500,000"
요지연도 8폭...,93×372㎝,"1,000,000","1,500,000"
화조도 6폭병...,61×34㎝,"2,500,000","5,200,000"
어해도 6폭병...,96×30.5㎝,"600,000","800,000"
마하반야바라밀...,127×32.5㎝,"3,000,000","3,300,000"
시고 6폭,62.5×35㎝,"1,000,000","1,400,000"
법성게 8폭병...,122.5×32.5㎝,"700,000","1,000,000"
근세조선왕계역...,106.5×30㎝,"700,000","700,000"
휘호('시은서...,31.5×96.5㎝,"1,000,000",
휘호('청천세...,29.5×95㎝,"1,000,000",
간찰 13점,총 13점 일괄,"1,000,000","6,600,000"
간찰 15점,총 14점 일괄,"1,000,000","2,100,000"
간찰 16점,총 16점 일괄,"1,000,000","1,000,000"
간찰 12점,총 12점 일괄,"1,000,000","4,000,000"
시고·간찰 1...,총 14점 일괄,"1,000,000","1,000,000"
간찰 18점,총 18점 일괄,"1,500,000","4,200,000"
시고·간찰 2...,총 25점 일괄,"2,000,000","4,400,000"
간찰 35점,총 35점 일괄,"2,500,000","2,700,000"
간찰 22점,총 22점 일괄,"1,500,000","4,800,000"
묵서('화강'...,65.5×34㎝,"600,000","1,000,000"
휘호('민주회...,63×42㎝,"1,000,000",
묵서('다경에...,69×35㎝,"500,000","600,000"
10월의 강산,80×99.5㎝,"500,000","600,000"
지리산의 2월,72×99㎝,"800,000","900,000"
원두막의 일기,60.5×72.5㎝,"1,200,000","1,200,000"
심성.기호,30×70㎝,"1,000,000","1,200,000"
초가집,49×49㎝,"900,000",
Sand Pl...,85×79㎝,"3,000,000","3,000,000"
나는 집을 갖...,60.5×60㎝,"7,000,000",
닭,61×73㎝,"3,000,000","3,000,000"
Among t...,73×73㎝,"4,500,000","4,800,000"
미륵보살,40×30.5㎝,"400,000","700,000"
여인의 미,60.5×50㎝,"600,000",
송하문동자,33.5×25.5㎝,"500,000",
제비,12×18.5㎝,"1,000,000",
삽화 9점,"①15.5×26㎝(4EA), ②15×22㎝(5EA)","1,000,000","1,200,000"
전시 도록 6...,총 6점 일괄,"4,000,000","4,600,000"
책 읽는 소년,31×25.5㎝,"3,000,000",
모자상,83.5×16×27.5㎝,"1,500,000","2,000,000"
십자가,22.5×18.5㎝,"800,000","1,000,000"
작곡가 김동진...,60×49㎝,"1,000,000","1,000,000"
토기 손잡이잔,14×14×9㎝,"300,000","650,000"
토기 굽다리호...,"굽다리호-13.5×8.3×10.5㎝, 장경호-21×14×7.5㎝","300,000","400,000"
토기 인화문골...,14×10.5×11㎝,"400,000","600,000"
토기 굽다리유...,15.5×9×9.5㎝,"400,000","400,000"
토기 잔 4점,"①7×6×5㎝, ②6.8×7×4㎝, ③7.5×10.5×8㎝, ④6.5×7×4㎝","400,000","600,000"
토기 잔 잔대...,"①잔-7.3×7.5㎝, ①잔대-6×6.5×9㎝, ②잔-7.5×7×4.8㎝, ②잔대-11.5×11×9.5㎝, ③잔-8×8×5㎝, ③잔대-13×11.5×11.5㎝, ④잔-7×7.5×4.5㎝, ④잔대-14×9.5×10.5㎝","1,000,000","1,200,000"
청자 대접 2...,"大-9×21×6.5㎝, 小-6.5×19×6.5㎝","300,000","300,000"
청자음각 봉황...,8.8×20.5×7㎝,"300,000","350,000"
청자양각 초화...,7.5×18×5.5㎝,"200,000",
분청 덤벙대접...,"左-8×17×6.5㎝, 右-8.5×18×6.3㎝","800,000","1,300,000"
청자상감 해태...,6.8×5.5㎝,"5,000,000","5,000,000"
녹청자 약탕기,12×8×12㎝,"1,000,000","1,000,000"
녹청자 주전자,19.5×9.5×9.5㎝,"400,000","900,000"
청자음각 진양...,32×15.5×17㎝,"1,500,000",
분청박지 목단...,28×8×8.5㎝,"400,000","700,000"
백자 대호,50.5×20.5×19.3㎝,"3,000,000","3,000,000"
백자 편병,26.8×5×11㎝,"400,000",
백자청화 율문...,18.8×12.3×12.2㎝,"3,500,000",
백자 소병,11.5×3×5㎝,"300,000",
백자 합,9.5×11.3×6.3㎝,"400,000","500,000"
백자청화 초엽...,3×2×2㎝,"400,000","500,000"
흑유 소호,7×7.3×5㎝,"300,000",
국화문 와당 ...,"①14.5×27×50㎝, ②13×13.5×39㎝","200,000","250,000"
오지 병아리물...,21.5×16.5㎝,"200,000",
백자청화 병 ...,총 9점 일괄,"200,000","300,000"
백자청화채색 ...,총 26점 일괄,"500,000","600,000"
청자나전칠기 ...,30.5×8.3×9.2㎝,"1,500,000","1,500,000"
청자 화병,17.3×7.3×7.3㎝,"300,000","350,000"
청자음각 목단...,28.8×4.8×7.3㎝,"300,000","300,000"
청자 사각병,27.5×4.3×8.5㎝,"300,000","300,000"
청자상감 동자...,6.5×13×4.5㎝,"300,000",
흑유 5인다기...,"주전자-6×4.5×3.5㎝, 잔-4×5.5×3㎝(5EA)","300,000","450,000"
금채화 난초문...,"병-22×4.5×6㎝, 호-23×10.5×12㎝","300,000","350,000"
분청철화 포도...,31×16.5×14㎝,"700,000","700,000"
나전칠기 관복...,185.5×58.5×115.5㎝,"1,200,000","1,200,000"
화류목 삼층농,179×52×105.5㎝,"300,000","300,000"
고창 반닫이,75×48×102.5㎝,"300,000","600,000"
영광 반닫이,60.5×38×82.5㎝,"400,000","400,000"
엽전 궤,45×47×110.5㎝,"300,000","300,000"
장탁,22×16×195㎝,"800,000","800,000"
화각 풍속문삼...,115.5×38×64.5㎝(2EA),"800,000","800,000"
나전칠기 화훼...,45×29×96㎝(2EA),"700,000","900,000"
나전칠기 문갑...,"문갑-44.5×35×91㎝(2EA), 사방탁자-126×35×53㎝(2EA), 경대서랍-45×35×91㎝, 경대-170×63㎝","800,000","800,000"
사각함 Set,39.5×35×71.5㎝(2EA),"300,000","600,000"
목제 '직첩'...,16.5×21.5×59.5㎝,"500,000","800,000"
나전칠기 다과...,19×34×45㎝,"400,000","400,000"
화조문 자수함...,"大-29.5×29×60.5㎝, 小-15.5×18×40㎝","500,000","500,000"
남여,77×48×38.5㎝,"7,000,000","7,500,000"
오학문 모담,323.5×117㎝,"5,000,000","5,000,000"
목조 동자상,42×19×24㎝,"1,000,000","1,000,000"
능화판 2점,"大-32×74.5㎝, 小-12.5×53㎝","800,000","800,000"
현판('청명재...,44×137㎝,"500,000",
석조 동물상,37×21×27㎝,"500,000","900,000"
법고,45×39㎝,"400,000","600,000"
국수틀,42.5×9×60.5㎝,"200,000","400,000"
종이 반짇고리,17×32×28㎝,"200,000",
자수 아기버선...,"버선-19.5×10㎝, 두루주머니-15.5×12㎝","300,000","350,000"
오누이 인형,"女-31㎝, 男-29㎝","1,000,000",
침향 Set,Set 일괄,"1,000,000","1,100,000"
인장 31점,총 31점 일괄,"400,000","500,000"
자물쇠 25점,총 25점 일괄,"400,000","1,100,000"
함지박 18점,총 18점 일괄,"400,000","700,000"
다듬이판 4점...,일괄,"200,000","400,000"
티벳 금동 불...,29×27㎝,"400,000","400,000"
표피,220×136㎝,"500,000","500,000"
시집 백록담,18.5×13㎝,"500,000",
김구선생혈투사,20×14.5㎝,"500,000",
제중신편 4책,31.5×21㎝(4EA),"700,000",
고문진보 5책,28×19.5㎝(5EA),"500,000",
송자대전 6책,32.5×21.3㎝(6EA),"500,000",
묵서첩,34×21.5㎝,"500,000","500,000"
선면 일편추의,13.5×50㎝,"2,500,000","2,500,000"
선면 강상어락...,15.5×49㎝,"1,500,000","1,600,000"
선면 산수화,16.5×33㎝,"1,200,000","1,200,000"
선면 암향유영,16×33㎝,"400,000","400,000"
선면 청추어락,17×53㎝,"300,000","350,000"
선면 강상조어...,16.5×55㎝,"400,000","700,000"
매화도,52×76.5㎝,"300,000","600,000"
"장미, 수선화","장미-34×44.5㎝, 수선화-32×42㎝","300,000","700,000"
매화와 복숭아,36×32㎝,"300,000","500,000"
풍속화,51×63㎝,"200,000","250,000"
화순적벽도,34.8×25.7㎝,"300,000","400,000"
주막,30×19.5㎝,"300,000","1,200,000"
강아지,39.5×31.5㎝,"300,000","1,400,000"
청추어락,65×32.5㎝,"400,000","400,000"
초충도,26×19.5㎝,"300,000","350,000"
청향가색,66×63㎝,"1,400,000","1,800,000"
기녀들,37.5×45㎝,"1,200,000","1,200,000"
군마도('덕풍...,66×129.5㎝,"1,200,000","1,300,000"
동해일출도,49.5×90.5㎝,"5,000,000","5,000,000"
묵죽도 대련,47.5×29㎝(2EA),"5,000,000","5,500,000"
기명절지도 대...,122×31.5㎝(2EA),"2,000,000","2,200,000"
강상유락도,110×31㎝,"400,000","500,000"
조어도 대련,139×32㎝(2EA),"300,000","300,000"
계산유락도,136×67㎝,"500,000","1,000,000"
삼송도,30×130.5㎝,"600,000",
설청,32×112㎝,"500,000","700,000"
길일,20×220㎝,"300,000","1,100,000"
매화도 10폭...,127×34㎝,"25,000,000","25,000,000"
무이구곡전도 ...,115.5×33㎝,"20,000,000","20,000,000"
삼국지연의도 ...,79.5×40㎝,"2,000,000","2,000,000"
화조도 8폭연...,99×293㎝,"800,000","800,000"
궁모란도 8폭...,135×46㎝,"1,000,000",
계산초옥도 8...,125×316㎝,"1,500,000","1,500,000"
풍속화 8폭병...,129×34.5㎝,"400,000","600,000"
시고 10폭,132.5×32㎝,"500,000","1,100,000"
합작 시고,102×38.5㎝,"1,300,000","1,600,000"
휘호('송죽'...,126.5×47.4㎝,"600,000","600,000"
휘호('화광동...,32×128㎝,"500,000","500,000"
휘호('우석서...,33×128㎝,"300,000","300,000"
휘호('포덕행...,31×119㎝,"700,000",
한성부 발행 ...,129×80㎝,"200,000","500,000"
수요회 신년하...,68×70㎝,"500,000",
묵서('청년지...,52×32.5㎝,"600,000","700,000"
휘호('정'),27×24㎝,"200,000","200,000"
설악산 신흥사,40.5×48㎝,"400,000","1,000,000"
가을,45.5×52.8㎝,"400,000",
도봉산,46×53㎝,"400,000","500,000"
바루비죵의 가...,45.5×53㎝,"400,000",
설악산,45.5×53㎝,"500,000","500,000"
카프리에서,61×80.5㎝,"400,000","400,000"
설악의 가을인...,46×53㎝,"500,000",
파도,34×64㎝,"800,000",
마을,60.5×50㎝,"800,000","800,000"
백제관음,34×24.5㎝,"400,000","500,000"
석불,26.5×38㎝,"400,000","400,000"
꽃과 여인,53.5×45㎝,"700,000","750,000"
이천 들,31×153㎝,"300,000","300,000"
시간 기억,29.5×198㎝,"2,500,000","2,500,000"
The Pre...,53×45㎝,"1,500,000",
Call,112×58㎝,"1,000,000",
채문 토기,15×10.5㎝,"4,000,000","4,300,000"
토기 기대·장...,"기대-53.5×21.5×32㎝, 호-33×19.5㎝","2,500,000","2,500,000"
잡상(해치),29.5×28.5×13.5㎝,"1,000,000","1,700,000"
와당 13점,총 13점 일괄,"1,500,000","2,300,000"
청자 수반,14.3×16.5×13㎝,"500,000","800,000"
청자 잔 잔대,"잔-6×7.5×4㎝, 잔대-4.5×6.3×5㎝","5,000,000","5,000,000"
청자 과형주전...,15.5×5.5×7㎝,"5,000,000","5,000,000"
청자음각 연판...,12.5×15.3×6.8㎝,"4,000,000","4,000,000"
청자 삼이유개...,9.5×4.4×5.5㎝,"2,000,000","2,000,000"
청자 접시,3.8×14.5×9㎝,"2,500,000","2,700,000"
청자음각 '성...,5.5×17×7㎝,"3,000,000","3,000,000"
청자상감 '정...,3.5×14.5×7.5㎝,"3,000,000",
분청 귀얄문발,12×13.5×9.5㎝,"2,000,000","2,000,000"
분청 귀얄문장...,18.5×4.5×13㎝,"3,000,000",
흑유 장군,17×4×11.5㎝,"1,500,000","1,500,000"
청자 정병,31×2.8×8.8㎝,"500,000","500,000"
녹청자 정병,33.5×3.5×10.5㎝,"1,000,000","1,000,000"
녹청자 매병,30.3×6×11.3㎝,"1,000,000","1,000,000"
분청상감 기하...,20.3×5×8.5㎝,"2,000,000","2,000,000"
분청상감 초엽...,26.5×5×9㎝,"1,000,000","1,100,000"
분청 인화문병,26×6×8㎝,"7,000,000","7,500,000"
분청 승석문장...,22.5×6×9㎝,"12,000,000","12,000,000"
백자 소호,11.2×8.7×9㎝,"8,000,000","8,500,000"
백자청화 죽문...,24.8×3.5×10㎝,"8,500,000","8,500,000"
백자청화 석류...,21.2×3.3×9㎝,"16,000,000",
백자청화 '금...,5.5×6.3×6.3㎝,"12,000,000","12,000,000"
백자 화병,39.5×10.5×12㎝,"15,000,000","15,000,000"
백자 잔 잔대,"잔-9×10.5×4㎝, 잔대-9×13.7×8.5㎝","1,200,000","1,300,000"
백자 탕기 2...,"大-11×15×10.5㎝, 小-9.5×13.5×9㎝","1,000,000","1,000,000"
백자양각 매죽...,4.8×6×6㎝,"2,000,000","2,000,000"
백자청화 봉황...,12×8.5×8.5㎝,"1,500,000","1,500,000"
백자청화 화훼...,39.8×19.3×11㎝,"5,000,000",
주칠 삼층장,136.5×37.5×75㎝,"800,000","900,000"
"화초장, 화초...","화초장-168.5×37×62㎝, 관복장-180.5×43.5×92.5㎝","1,800,000","2,000,000"
책 반닫이,49×40×79㎝,"800,000","800,000"
배나무 엽전 ...,41×54×99.5㎝,"1,200,000","1,200,000"
문갑 Set,42×26.5×84㎝(2EA),"1,500,000","1,500,000"
삼층 찬탁,149×29×109㎝,"600,000","900,000"
평상,39×115×212㎝,"1,000,000","1,100,000"
제주 방아,39×105.5×42㎝,"1,000,000",
아자문 십이각...,28×44×43㎝,"2,000,000","2,000,000"
당초문 사각반,27×35×42㎝,"800,000","800,000"
제주 가시나무...,32×39.5×60.5㎝,"1,500,000","1,500,000"
